Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Property Type,Tenure,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
SUNSHINE PLAZA,"888,000",516.67,"1,719",20 Oct 2022,91 BENCOOLEN STREET #05-06,Resale,Strata,48,"18,500",Office,99 yrs from 19/03/1997,07,18,189652,Central Region,Rochor
ICON@CHANGI,"660,000",365.98,"1,803",20 Oct 2022,228 CHANGI ROAD #05-03,Resale,Strata,34,"19,412",Office,Freehold,14,41,419741,Central Region,Geylang
INTERNATIONAL PLAZA,"1,036,000",473.62,"2,187",21 Oct 2022,10 ANSON ROAD #17-21,Resale,Strata,44,"23,545",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
WOODS SQUARE,"1,110,000",559.73,"1,983",25 Oct 2022,12 WOODLANDS SQUARE #07-72,Resale,Strata,52,"21,346",Office,99 yrs from 15/07/2014,25,73,737715,North Region,Woodlands
PENINSULA PLAZA,"950,000",355.21,"2,674",25 Oct 2022,111 NORTH BRIDGE ROAD #05-48,Resale,Strata,33,"28,788",Office,999 yrs from 29/10/1829,06,17,179098,Central Region,Downtown Core
MANHATTAN HOUSE,"650,000",441.32,"1,473",26 Oct 2022,151 CHIN SWEE ROAD #02-33,Resale,Strata,41,"15,854",Office,99 yrs from 15/10/1969,03,16,169876,Central Region,Outram
WOODS SQUARE,"1,330,136",645.84,"2,060",27 Oct 2022,12 WOODLANDS SQUARE #08-88,Resale,Strata,60,"22,169",Office,99 yrs from 15/07/2014,25,73,737715,North Region,Woodlands
THE MODULES,"835,000",409.03,"2,041",28 Oct 2022,387 JOO CHIAT ROAD #02-09,Resale,Strata,38,"21,974",Office,Freehold,15,42,427623,Central Region,Marine Parade
SOUTHBANK,"1,070,000",602.78,"1,775",28 Oct 2022,883 NORTH BRIDGE ROAD #03-04,Resale,Strata,56,"19,107",Office,99 yrs from 27/01/2006,07,19,198785,Central Region,Kallang
VISION EXCHANGE,"11,930,000","4,929.91","2,420",28 Oct 2022,"2 VENTURE DRIVE #17-01,02,03.04 ETC",Resale,Strata,458,"26,048",Office,99 yrs from 10/06/2013,22,60,608526,West Region,Jurong East
VISION EXCHANGE,"1,284,120",516.67,"2,485",01 Nov 2022,2 VENTURE DRIVE #14-25,Resale,Strata,48,"26,753",Office,99 yrs from 10/06/2013,22,60,608526,West Region,Jurong East
SPRINGLEAF TOWER,"53,924,840","21,484.94","2,510",07 Nov 2022,3 ANSON ROAD #29-01ETC,Resale,Strata,"1,996","27,016",Office,99 yrs from 01/10/1996,02,07,079909,Central Region,Downtown Core
CHINATOWN POINT,"17,380,000","9,719.89","1,788",07 Nov 2022,"133 NEW BRIDGE ROAD #21-01,03,09,10 ETC",Resale,Strata,903,"19,247",Office,99 yrs from 12/11/1980,01,05,059413,Central Region,Outram
PS100,"1,200,000",473.62,"2,534",08 Nov 2022,100 PECK SEAH STREET #09-03,Resale,Strata,44,"27,273",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
PAYA LEBAR SQUARE,"2,950,000","1,442.38","2,045",08 Nov 2022,"60 PAYA LEBAR ROAD #06-05,06",Resale,Strata,134,"22,015",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PS100,"1,310,000",516.67,"2,535",09 Nov 2022,100 PECK SEAH STREET #08-08,Resale,Strata,48,"27,292",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
TONG ENG BUILDING,"2,100,000",602.78,"3,484",10 Nov 2022,101 CECIL STREET #20-06,Resale,Strata,56,"37,500",Office,999 yrs from 08/06/1885,01,06,069533,Central Region,Downtown Core
PENINSULA PLAZA,"2,588,000",376.74,"6,869",10 Nov 2022,111 NORTH BRIDGE ROAD #01-25A,Resale,Strata,35,"73,943",Office,999 yrs from 29/10/1829,06,17,179098,Central Region,Downtown Core
INTERNATIONAL PLAZA,"4,478,908","2,357.32","1,900",10 Nov 2022,10 ANSON ROAD #33-06,Resale,Strata,219,"20,452",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
SOUTHBANK,"1,230,000",688.9,"1,785",11 Nov 2022,883 NORTH BRIDGE ROAD #02-01,Resale,Strata,64,"19,219",Office,99 yrs from 27/01/2006,07,19,198785,Central Region,Kallang
SHENTON HOUSE,"3,180,000","1,754.53","1,812",14 Nov 2022,3 SHENTON WAY #15-01,Resale,Strata,163,"19,509",Office,99 yrs from 02/06/1969,01,06,068805,Central Region,Downtown Core
VISION EXCHANGE,"1,038,000",516.67,"2,009",14 Nov 2022,2 VENTURE DRIVE #16-03,Resale,Strata,48,"21,625",Office,99 yrs from 10/06/2013,22,60,608526,West Region,Jurong East
PS100,"1,238,000",473.62,"2,614",17 Nov 2022,100 PECK SEAH STREET #07-19,Resale,Strata,44,"28,136",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
TONG ENG BUILDING,"1,206,000",602.78,"2,001",21 Nov 2022,101 CECIL STREET #20-06,Resale,Strata,56,"21,536",Office,999 yrs from 08/06/1885,01,06,069533,Central Region,Downtown Core
ORCHARD SHOPPING CENTRE,"3,500,000",753.48,"4,645",21 Nov 2022,321 ORCHARD ROAD #08-03,Resale,Strata,70,"50,000",Office,Freehold,09,23,238866,Central Region,Orchard
THE CENTRAL,"1,820,000",635.08,"2,866",24 Nov 2022,6 EU TONG SEN STREET #10-20,Resale,Strata,59,"30,847",Office,99 yrs from 02/01/2001,01,05,059817,Central Region,Singapore River
MIDLAND HOUSE,"4,900,000","4,531.64","1,081",24 Nov 2022,"112 MIDDLE ROAD #07-00,01,02,03",Resale,Strata,421,"11,639",Office,99 yrs from 01/12/1974,07,18,188970,Central Region,Rochor
SPRINGLEAF TOWER,"27,392,100","10,742.47","2,550",25 Nov 2022,3 ANSON ROAD #31-01,Resale,Strata,998,"27,447",Office,99 yrs from 01/10/1996,02,07,079909,Central Region,Downtown Core
PARKLANE SHOPPING MALL,"350,000",204.52,"1,711",28 Nov 2022,35 SELEGIE ROAD #04-23,Resale,Strata,19,"18,421",Office,99 yrs from 01/12/1974,07,18,188307,Central Region,Rochor
INTERNATIONAL PLAZA,"4,125,300","2,357.32","1,750",29 Nov 2022,10 ANSON ROAD #16-22,Resale,Strata,219,"18,837",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
TONG ENG BUILDING,"1,389,000",462.85,"3,001",01 Dec 2022,101 CECIL STREET #23-11,Resale,Strata,43,"32,302",Office,999 yrs from 08/06/1885,01,06,069533,Central Region,Downtown Core
MALACCA CENTRE,"5,680,000","1,829.88","3,104",02 Dec 2022,20 MALACCA STREET #14-00,Resale,Strata,170,"33,412",Office,999 yrs from 20/04/1826,01,04,048979,Central Region,Downtown Core
N.A.,"1,580,000","1,420.85","1,112",06 Dec 2022,608B GEYLANG ROAD,Resale,Strata,132,"11,970",Office,Freehold,14,38,389547,Central Region,Geylang
15 SCOTTS,"23,000,000","5,769.5","3,986",07 Dec 2022,15 SCOTTS ROAD #03-03-08,Resale,Strata,536,"42,910",Office,Freehold,09,22,228218,Central Region,Orchard
VISION EXCHANGE,"1,284,000",516.67,"2,485",07 Dec 2022,2 VENTURE DRIVE #14-26,Resale,Strata,48,"26,750",Office,99 yrs from 10/06/2013,22,60,608526,West Region,Jurong East
SOHO 188,"1,300,000",441.32,"2,946",07 Dec 2022,188 RACE COURSE ROAD #01-03,Resale,Strata,41,"31,707",Office,Freehold,08,21,218612,Central Region,Rochor
SBF CENTER,"2,380,000",753.48,"3,159",09 Dec 2022,160 ROBINSON ROAD #14-04,Resale,Strata,70,"34,000",Office,99 yrs from 21/12/2011,01,06,068914,Central Region,Downtown Core
PEOPLE'S PARK CENTRE,"750,000",559.73,"1,340",12 Dec 2022,101 UPPER CROSS STREET #04-03,Resale,Strata,52,"14,423",Office,99 yrs from 02/06/1970,01,05,058357,Central Region,Outram
THE CENTRAL,"2,781,450",882.65,"3,151",12 Dec 2022,8 EU TONG SEN STREET #11-95,Resale,Strata,82,"33,920",Office,99 yrs from 02/01/2001,01,05,059818,Central Region,Singapore River
FORTUNE CENTRE,"3,600,000","2,238.91","1,608",15 Dec 2022,190 MIDDLE ROAD #10-08,Resale,Strata,208,"17,308",Office,99 yrs from 18/10/1980,07,18,188979,Central Region,Rochor
TELOK AYER CONSERVATION AREA,"8,550,000","1,515.57","5,641",19 Dec 2022,54 SOUTH BRIDGE ROAD,Resale,Land,140.8,"60,724",Office,99 yrs from 01/10/1951,01,05,058685,Central Region,Singapore River
SUNTEC TOWER TWO,"17,121,060","5,188.25","3,300",19 Dec 2022,9 TEMASEK BOULEVARD #17-02,Resale,Strata,482,"35,521",Office,99 yrs from 01/03/1989,01,03,038989,Central Region,Downtown Core
CENTRIUM SQUARE,"1,900,000",710.42,"2,674",19 Dec 2022,320 SERANGOON ROAD #13-11,Resale,Strata,66,"28,788",Office,Freehold,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,"2,550,000",979.52,"2,603",19 Dec 2022,320 SERANGOON ROAD #13-12,Resale,Strata,91,"28,022",Office,Freehold,08,21,218108,Central Region,Kallang
SOLITAIRE ON CECIL,"48,177,225","12,464.71","3,865",19 Dec 2022,148 CECIL STREET #06-01 TO 08,New Sale,Strata,"1,158","41,604",Office,Freehold,01,06,069974,Central Region,Downtown Core
BALMORAL PLAZA,"11,300,000","4,101.08","2,755",22 Dec 2022,271 BUKIT TIMAH ROAD #03-13,Resale,Strata,381,"29,659",Office,Freehold,10,25,259708,Central Region,Newton
SBF CENTER,"5,300,000","1,474.67","3,594",23 Dec 2022,160 ROBINSON ROAD #12-01,Resale,Strata,137,"38,686",Office,99 yrs from 21/12/2011,01,06,068914,Central Region,Downtown Core
SUNSHINE PLAZA,"2,000,000","1,119.46","1,787",28 Dec 2022,91 BENCOOLEN STREET #08-06,Resale,Strata,104,"19,231",Office,99 yrs from 19/03/1997,07,18,189652,Central Region,Rochor
SOUTHPOINT,"43,000,000","16,038.36","2,681",29 Dec 2022,200 CANTONMENT ROAD #12-00,Resale,Strata,"1,490","28,859",Office,Freehold,02,08,089763,Central Region,Bukit Merah
WOODS SQUARE,"1,133,888",559.73,"2,026",03 Jan 2023,12 WOODLANDS SQUARE #08-73,Resale,Strata,52,"21,806",Office,99 yrs from 15/07/2014,25,73,737715,North Region,Woodlands
OXLEY TOWER,"3,288,000","1,173.28","2,802",03 Jan 2023,138 ROBINSON ROAD #17-04,Resale,Strata,109,"30,165",Office,Freehold,01,06,068906,Central Region,Downtown Core
INTERNATIONAL PLAZA,"1,730,000",936.47,"1,847",04 Jan 2023,10 ANSON ROAD #34-09,Resale,Strata,87,"19,885",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
THE CENTRAL,"1,880,000",635.08,"2,960",06 Jan 2023,6 EU TONG SEN STREET #11-12,Resale,Strata,59,"31,864",Office,99 yrs from 02/01/2001,01,05,059817,Central Region,Singapore River
ICON@CHANGI,"616,888",333.68,"1,849",10 Jan 2023,228 CHANGI ROAD #03-11,Resale,Strata,31,"19,900",Office,Freehold,14,41,419741,Central Region,Geylang
GIFFARD MANSIONS,"718,000",505.91,"1,419",11 Jan 2023,424 BALESTIER ROAD #02-09,Resale,Strata,47,"15,277",Office,Freehold,12,32,329810,Central Region,Novena
BYLANDS BUILDING,"540,000",269.1,"2,007",11 Jan 2023,135 MIDDLE ROAD #05-10,Resale,Strata,25,"21,600",Office,99 yrs from 02/05/1978,07,18,188975,Central Region,Rochor
PAYA LEBAR SQUARE,"1,220,000",505.91,"2,412",12 Jan 2023,60 PAYA LEBAR ROAD #10-41,Resale,Strata,47,"25,957",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
THE PLAZA,"850,000",344.45,"2,468",13 Jan 2023,7500A BEACH ROAD #B1-305,Resale,Strata,32,"26,563",Office,99 yrs from 03/09/1968,07,19,199591,Central Region,Downtown Core
HERITAGE PLACE,"2,050,000",871.88,"2,351",19 Jan 2023,21 TAN QUEE LAN STREET #02-02,Resale,Strata,81,"25,309",Office,999 yrs from 25/01/1827,07,18,188108,Central Region,Downtown Core
SLF BUILDING,"9,000,000","9,450.79",952,19 Jan 2023,510 THOMSON ROAD #09-00,Resale,Strata,878,"10,251",Office,99 yrs from 12/02/1979,11,29,298135,Central Region,Novena
111 SOMERSET,"2,530,262",871.88,"2,902",20 Jan 2023,111 SOMERSET ROAD #10-01,Resale,Strata,81,"31,238",Office,99 yrs from 19/02/1975,09,23,238164,Central Region,Orchard
INTERNATIONAL PLAZA,"1,700,000",936.47,"1,815",26 Jan 2023,"10 ANSON ROAD #26-02,02A",Resale,Strata,87,"19,540",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
PS100,"1,100,000",473.62,"2,323",27 Jan 2023,100 PECK SEAH STREET #09-01,Resale,Strata,44,"25,000",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
ORCHARD PLAZA,"588,000",215.28,"2,731",08 Feb 2023,150 ORCHARD ROAD #02-22,Resale,Strata,20,"29,400",Office,99 yrs from 02/06/1977,09,23,238841,Central Region,Orchard
PARKLANE SHOPPING MALL,"400,000",226.04,"1,770",10 Feb 2023,35 SELEGIE ROAD #04-24,Resale,Strata,21,"19,048",Office,99 yrs from 01/12/1974,07,18,188307,Central Region,Rochor
GOLDHILL PLAZA,"2,350,000","1,216.33","1,932",13 Feb 2023,1 GOLDHILL PLAZA #03-47,Resale,Strata,113,"20,796",Office,999 yrs from 11/07/1972,11,30,308899,Central Region,Novena
PENINSULA PLAZA,"890,000",333.68,"2,667",14 Feb 2023,111 NORTH BRIDGE ROAD #03-28,Resale,Strata,31,"28,710",Office,999 yrs from 29/10/1829,06,17,179098,Central Region,Downtown Core
WOODS SQUARE,"1,105,969",559.73,"1,976",14 Feb 2023,12 WOODLANDS SQUARE #08-66,Resale,Strata,52,"21,269",Office,99 yrs from 15/07/2014,25,73,737715,North Region,Woodlands
PAYA LEBAR SQUARE,"2,007,640",947.23,"2,119",14 Feb 2023,60 PAYA LEBAR ROAD #12-02,Resale,Strata,88,"22,814",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
THE PLAZA,"650,000",398.27,"1,632",15 Feb 2023,7500A BEACH ROAD #13-315,Resale,Strata,37,"17,568",Office,99 yrs from 03/09/1968,07,19,199591,Central Region,Downtown Core
CT HUB 2,"1,240,200",688.9,"1,800",16 Feb 2023,114 LAVENDER STREET #10-04,Resale,Strata,64,"19,378",Office,63 yrs from 12/01/2012,12,33,338729,Central Region,Kallang
SUNTEC TOWER ONE,"11,707,300","4,036.5","2,900",16 Feb 2023,"7 TEMASEK BOULEVARD #09-02,02A",Resale,Strata,375,"31,219",Office,99 yrs from 01/03/1989,01,03,038987,Central Region,Downtown Core
WOODS SQUARE,"1,117,990",559.73,"1,997",20 Feb 2023,12 WOODLANDS SQUARE #08-62,Resale,Strata,52,"21,500",Office,99 yrs from 15/07/2014,25,73,737715,North Region,Woodlands
TEXTILE CENTRE,"361,672",344.45,"1,050",20 Feb 2023,200 JALAN SULTAN #05-02,Resale,Strata,32,"11,302",Office,99 yrs from 02/06/1970,07,19,199018,Central Region,Kallang
HOA NAM BUILDING,"600,000",290.63,"2,064",27 Feb 2023,27 FOCH ROAD #06-03,Resale,Strata,27,"22,222",Office,Freehold,08,20,209264,Central Region,Kallang
WOODS SQUARE,"2,412,764","1,130.22","2,135",27 Feb 2023,12 WOODLANDS SQUARE #08-80,Resale,Strata,105,"22,979",Office,99 yrs from 15/07/2014,25,73,737715,North Region,Woodlands
EASTGATE,"2,000,000","1,130.22","1,770",01 Mar 2023,46 EAST COAST ROAD #09-01,Resale,Strata,105,"19,048",Office,Freehold,15,42,428766,Central Region,Marine Parade
PARKLANE SHOPPING MALL,"750,000",548.96,"1,366",01 Mar 2023,35 SELEGIE ROAD #09-14,Resale,Strata,51,"14,706",Office,99 yrs from 01/12/1974,07,18,188307,Central Region,Rochor
PARKLANE SHOPPING MALL,"780,000",570.49,"1,367",01 Mar 2023,35 SELEGIE ROAD #09-15,Resale,Strata,53,"14,717",Office,99 yrs from 01/12/1974,07,18,188307,Central Region,Rochor
SOLITAIRE ON CECIL,"10,446,493","2,529.54","4,130",01 Mar 2023,148 CECIL STREET #12-01,New Sale,Strata,235,"44,453",Office,Freehold,01,06,069974,Central Region,Downtown Core
SOLITAIRE ON CECIL,"8,195,703","1,980.58","4,138",01 Mar 2023,148 CECIL STREET #12-02,New Sale,Strata,184,"44,542",Office,Freehold,01,06,069974,Central Region,Downtown Core
SOLITAIRE ON CECIL,"4,591,210","1,108.69","4,141",01 Mar 2023,148 CECIL STREET #12-03,New Sale,Strata,103,"44,575",Office,Freehold,01,06,069974,Central Region,Downtown Core
SOLITAIRE ON CECIL,"5,270,558","1,270.15","4,150",01 Mar 2023,148 CECIL STREET #12-04,New Sale,Strata,118,"44,666",Office,Freehold,01,06,069974,Central Region,Downtown Core
SOLITAIRE ON CECIL,"4,956,029","1,162.51","4,263",01 Mar 2023,148 CECIL STREET #12-05,New Sale,Strata,108,"45,889",Office,Freehold,01,06,069974,Central Region,Downtown Core
SOLITAIRE ON CECIL,"5,455,300","1,280.92","4,259",01 Mar 2023,148 CECIL STREET #12-06,New Sale,Strata,119,"45,843",Office,Freehold,01,06,069974,Central Region,Downtown Core
SOLITAIRE ON CECIL,"5,872,885","1,377.79","4,263",01 Mar 2023,148 CECIL STREET #12-07,New Sale,Strata,128,"45,882",Office,Freehold,01,06,069974,Central Region,Downtown Core
SOLITAIRE ON CECIL,"7,513,320","1,754.53","4,282",01 Mar 2023,148 CECIL STREET #12-08,New Sale,Strata,163,"46,094",Office,Freehold,01,06,069974,Central Region,Downtown Core
OXLEY TOWER,"3,500,000","1,205.57","2,903",03 Mar 2023,138 ROBINSON ROAD #15-01,Resale,Strata,112,"31,250",Office,Freehold,01,06,068906,Central Region,Downtown Core
EON SHENTON,"4,300,000","1,765.3","2,436",06 Mar 2023,"70 SHENTON WAY #16-13,14,15",Resale,Strata,164,"26,220",Office,99 yrs from 06/10/2011,02,07,079118,Central Region,Downtown Core
PAYA LEBAR SQUARE,"2,284,272","1,044.11","2,188",06 Mar 2023,60 PAYA LEBAR ROAD #12-57,Resale,Strata,97,"23,549",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
SULTAN PLAZA,"360,000",236.81,"1,520",08 Mar 2023,100 JALAN SULTAN #04-42,Resale,Strata,22,"16,364",Office,99 yrs from 02/05/1978,07,19,199001,Central Region,Kallang
SUNTEC TOWER TWO,"8,600,000","3,003.16","2,864",08 Mar 2023,9 TEMASEK BOULEVARD #06-03,Resale,Strata,279,"30,824",Office,99 yrs from 01/03/1989,01,03,038989,Central Region,Downtown Core
PENINSULA PLAZA,"920,000",333.68,"2,757",09 Mar 2023,111 NORTH BRIDGE ROAD #03-30,Resale,Strata,31,"29,677",Office,999 yrs from 29/10/1829,06,17,179098,Central Region,Downtown Core
ORCHARD TOWERS,"1,313,000",570.49,"2,302",10 Mar 2023,400 ORCHARD ROAD #11-06,Resale,Strata,53,"24,774",Office,Freehold,09,23,238875,Central Region,Orchard
PAYA LEBAR SQUARE,"1,188,800",538.2,"2,209",10 Mar 2023,60 PAYA LEBAR ROAD #13-15,Resale,Strata,50,"23,776",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
MANHATTAN HOUSE,"830,000",645.84,"1,285",10 Mar 2023,151 CHIN SWEE ROAD #10-11,Resale,Strata,60,"13,833",Office,99 yrs from 15/10/1969,03,16,169876,Central Region,Outram
REGENCY SUITES,"1,800,000",990.29,"1,818",14 Mar 2023,38 KIM TIAN ROAD #06-05,Resale,Strata,92,"19,565",Office,Freehold,03,16,169262,Central Region,Bukit Merah
PAYA LEBAR SQUARE,"2,820,000","1,259.39","2,239",14 Mar 2023,60 PAYA LEBAR ROAD #07-20,Resale,Strata,117,"24,103",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
ORCHARD TOWERS,"2,300,000","1,033.34","2,226",14 Mar 2023,400 ORCHARD ROAD #05-14,Resale,Strata,96,"23,958",Office,Freehold,09,23,238875,Central Region,Orchard
INTERNATIONAL PLAZA,"1,150,000",473.62,"2,428",15 Mar 2023,10 ANSON ROAD #27-12A,Resale,Strata,44,"26,136",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
THE PLAZA,"698,000",430.56,"1,621",15 Mar 2023,7500A BEACH ROAD #09-318,Resale,Strata,40,"17,450",Office,99 yrs from 03/09/1968,07,19,199591,Central Region,Downtown Core
THE CENTRAL,"1,850,000",635.08,"2,913",17 Mar 2023,6 EU TONG SEN STREET #08-19,Resale,Strata,59,"31,356",Office,99 yrs from 02/01/2001,01,05,059817,Central Region,Singapore River
PLUS,"14,950,000","5,059.08","2,955",20 Mar 2023,"20 CECIL STREET #07-06,07,08,09",Resale,Strata,470,"31,809",Office,99 yrs from 07/12/1989,01,04,049705,Central Region,Downtown Core
PAYA LEBAR SQUARE,"1,123,333",538.2,"2,087",21 Mar 2023,60 PAYA LEBAR ROAD #06-10,Resale,Strata,50,"22,467",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
INTERNATIONAL PLAZA,"1,008,000",462.85,"2,178",23 Mar 2023,10 ANSON ROAD #18-20,Resale,Strata,43,"23,442",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
PAYA LEBAR SQUARE,"2,200,000","1,087.16","2,024",23 Mar 2023,60 PAYA LEBAR ROAD #10-13,Resale,Strata,101,"21,782",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PLUS,"3,871,200","1,237.86","3,127",24 Mar 2023,20 CECIL STREET #07-03,Resale,Strata,115,"33,663",Office,99 yrs from 07/12/1989,01,04,049705,Central Region,Downtown Core
ICON@CHANGI,"625,000",333.68,"1,873",27 Mar 2023,228 CHANGI ROAD #05-11,Resale,Strata,31,"20,161",Office,Freehold,14,41,419741,Central Region,Geylang
OXLEY TOWER,"3,663,450","1,162.51","3,151",28 Mar 2023,138 ROBINSON ROAD #21-01,Resale,Strata,108,"33,921",Office,Freehold,01,06,068906,Central Region,Downtown Core
THE ADELPHI,"6,512,000","2,368.08","2,750",28 Mar 2023,1 COLEMAN STREET #09-08,Resale,Strata,220,"29,600",Office,999 yrs from 12/05/1828,06,17,179803,Central Region,Downtown Core
PAYA LEBAR SQUARE,"1,120,000",505.91,"2,214",29 Mar 2023,60 PAYA LEBAR ROAD #07-42,Resale,Strata,47,"23,830",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
SOHO LIFE,"810,000",462.85,"1,750",31 Mar 2023,216 JOO CHIAT ROAD #03-14,Resale,Strata,43,"18,837",Office,Freehold,15,42,427483,Central Region,Geylang
THE CENTRAL,"2,410,000",925.7,"2,603",03 Apr 2023,8 EU TONG SEN STREET #22-85,Resale,Strata,86,"28,023",Office,99 yrs from 02/01/2001,01,05,059818,Central Region,Singapore River
111 SOMERSET,"2,433,740",914.94,"2,660",03 Apr 2023,111 SOMERSET ROAD #07-15,Resale,Strata,85,"28,632",Office,99 yrs from 19/02/1975,09,23,238164,Central Region,Orchard
PLUS,"3,324,272","1,151.75","2,886",04 Apr 2023,20 CECIL STREET #04-03,Resale,Strata,107,"31,068",Office,99 yrs from 07/12/1989,01,04,049705,Central Region,Downtown Core
PLUS,"3,075,728","1,065.64","2,886",04 Apr 2023,20 CECIL STREET #04-04,Resale,Strata,99,"31,068",Office,99 yrs from 07/12/1989,01,04,049705,Central Region,Downtown Core
PLUS,"7,200,000","2,378.84","3,027",04 Apr 2023,"20 CECIL STREET #06-08,09",Resale,Strata,221,"32,579",Office,99 yrs from 07/12/1989,01,04,049705,Central Region,Downtown Core
BURLINGTON SQUARE,"950,000",570.49,"1,665",05 Apr 2023,175A BENCOOLEN STREET #09-03,Resale,Strata,53,"17,925",Office,99 yrs from 10/06/1996,07,18,189650,Central Region,Rochor
LIBERTY HOUSE,"92,200,000","7,179.59","12,842",05 Apr 2023,51 CLUB STREET,Resale,Land,667,"138,231",Office,999 yrs from 01/10/1827,01,06,069428,Central Region,Outram
N.A.,"1,450,000","1,237.86","1,171",05 Apr 2023,258 JALAN BESAR,Resale,Strata,115,"12,609",Office,Freehold,08,20,208933,Central Region,Kallang
UPPER SERANGOON SHOPPING CENTRE,"370,000",182.99,"2,022",06 Apr 2023,756 UPPER SERANGOON ROAD #01-24,Resale,Strata,17,"21,765",Office,Freehold,19,53,534626,North East Region,Hougang
SUNHAVEN,"855,000",559.73,"1,528",06 Apr 2023,781 UPPER CHANGI ROAD EAST #01-30,Resale,Strata,52,"16,442",Office,Freehold,16,48,486069,East Region,Tampines
BYLANDS BUILDING,"450,000",204.52,"2,200",10 Apr 2023,135 MIDDLE ROAD #02-04,Resale,Strata,19,"23,684",Office,99 yrs from 02/05/1978,07,18,188975,Central Region,Rochor
VISION EXCHANGE,"1,050,000",516.67,"2,032",11 Apr 2023,2 VENTURE DRIVE #11-26,Resale,Strata,48,"21,875",Office,99 yrs from 10/06/2013,22,60,608526,West Region,Jurong East
SOLITAIRE ON CECIL,"56,270,600","13,132.08","4,285",11 Apr 2023,148 CECIL STREET #17-01,New Sale,Strata,"1,220","46,123",Office,Freehold,01,06,069974,Central Region,Downtown Core
